id,plateforme,genre,annee,mois,duree_min,pays_origine,abonnes_chaine,vues,likes,commentaires,taux_retention,score_critique,tendance
2947,YouTube,SF,2016,7,6,USA,196117,83045,9004,925,63.5,7.0,1
2948,YouTube,Romance,2020,7,10,France,3178577,2701,191,18,82.4,7.3,0
2949,YouTube,Romance,2015,2,19,Canada,12841,100,11,1,85.2,7.0,0
2950,YouTube,Action,2020,1,46,USA,107996,64909,720,226,93.9,6.3,0
2951,YouTube,Romance,2016,1,7,France,21796,5157,739,15,60.8,7.3,0
2952,YouTube,Biopic,2023,11,7,France,60604,48412,4691,1306,77.0,7.5,0
2953,YouTube,SF,2015,10,4,USA,23964,12473,64,134,90.4,8.0,0
2954,YouTube,Drame,2020,4,13,Allemagne,294,1177679,107517,2336,29.0,9.9,1
2955,YouTube,Biopic,2016,6,55,USA,14759,1373,140,19,86.6,5.0,0
2956,YouTube,Action,2021,6,44,France,162610,3103,183,106,78.3,7.3,0
2957,YouTube,SF,2019,3,43,USA,4767,18026,1226,6,65.8,6.5,0
2958,YouTube,Romance,2023,6,19,Espagne,138953,1394,34,10,49.1,6.8,0
2959,YouTube,SF,2020,5,38,Canada,31799,22172,662,207,79.3,7.6,0
2960,YouTube,Biopic,2018,9,47,France,15018,100,7,1,59.4,6.8,0
2961,YouTube,SF,2015,10,33,UK,134811,2485,166,12,41.0,4.9,0
2962,YouTube,Biopic,2020,2,51,Canada,85996,2304,133,63,35.5,5.7,0
2963,YouTube,Action,2018,6,35,Canada,51077,2104,246,5,91.1,7.4,0
2964,YouTube,Documentaire,2015,12,21,USA,168013,332,65,6,78.3,5.3,0
2965,YouTube,Romance,2020,11,39,UK,33063,28718,3440,21,84.4,4.8,0
2966,YouTube,Drame,2016,10,56,USA,821,844,29,6,65.6,6.0,0
2967,YouTube,Drame,2017,9,50,France,10339,4918,244,14,45.4,4.3,0
2968,YouTube,Documentaire,2015,1,31,France,596,2716,156,84,93.9,5.4,0
2969,YouTube,Animation,2018,12,37,USA,82020,10414,1918,19,75.3,9.4,0
2970,YouTube,Animation,2016,9,58,France,132243,106660,12504,2188,95.0,5.7,1
2971,YouTube,Action,2015,11,45,USA,144842,4854,1361,61,71.9,7.1,0
2972,YouTube,Romance,2018,11,31,Canada,58582,24428,4831,103,76.7,5.3,0
2973,YouTube,Biopic,2016,4,19,Canada,152641,4281,310,61,75.4,7.4,0
2974,YouTube,Action,2016,1,54,France,940,841,53,6,13.6,6.1,0
2975,YouTube,SF,2019,8,58,France,17762,2092,143,20,48.2,7.7,0
2976,YouTube,SF,2015,6,7,UK,1300,1467,39,48,76.9,6.0,0
2977,YouTube,Horreur,2023,1,4,USA,10757,12337,1459,59,41.7,5.8,0
2978,YouTube,Drame,2019,4,9,France,558217,3891,313,15,80.5,6.3,0
2979,YouTube,SF,2023,12,25,Canada,196118,409,20,8,48.4,6.5,0
2980,YouTube,Documentaire,2022,5,12,France,82832,1711,25,12,24.2,6.8,0
2981,YouTube,Action,2023,4,53,France,15317,100,18,0,34.8,5.5,0
2982,YouTube,Horreur,2019,8,55,UK,3019,1878,36,58,79.6,5.2,0
2983,YouTube,Horreur,2018,8,13,UK,32018,2990,171,42,79.5,4.4,0
2984,YouTube,Documentaire,2021,4,50,USA,203079,274064,13677,11867,90.4,5.6,1
2985,YouTube,Animation,2015,11,11,UK,49998,86779,2860,53,87.0,4.0,1
2986,YouTube,Documentaire,2022,7,47,Allemagne,923,224,16,1,88.7,4.6,0
2987,YouTube,Documentaire,2017,2,23,France,27152,4936,352,19,36.2,6.1,0
2988,YouTube,Biopic,2015,4,5,UK,479,5157,474,0,83.1,7.4,0
2989,YouTube,SF,2017,11,27,France,110014,1675,176,0,76.0,6.0,0
2990,YouTube,SF,2017,2,49,USA,5508,1965,415,50,88.0,9.5,0
2991,YouTube,Animation,2015,1,56,USA,1907,1230,199,11,42.9,7.0,0
2992,YouTube,Comedie,2021,8,9,USA,113081,321827,11693,7025,91.9,6.8,1
2993,YouTube,Horreur,2015,6,50,France,67423,1053,95,1,74.0,4.8,0
2994,YouTube,Documentaire,2022,4,19,Canada,35059,6990,172,77,88.9,7.4,0
2995,YouTube,Animation,2019,6,29,USA,1764567,100,7,1,69.2,7.4,0
2996,YouTube,Thriller,2021,3,9,Allemagne,78432,23363,1463,0,95.0,5.1,0
2997,YouTube,Thriller,2018,5,58,USA,6063,57563,1062,47,71.3,6.6,0
2998,YouTube,SF,2016,3,48,Canada,62218,214,14,2,37.2,8.8,0
2999,YouTube,Animation,2016,8,39,USA,12429,829,124,2,69.6,6.9,0
3000,YouTube,Documentaire,2020,9,44,USA,277483,9216,1006,30,46.9,7.8,0
3001,YouTube,Animation,2021,11,52,UK,38636,3129,180,102,84.0,6.0,0
3002,YouTube,Biopic,2017,1,11,Canada,47091,9565,2469,80,71.0,3.9,0
3003,YouTube,Biopic,2018,4,17,USA,1230,1453,247,33,50.4,7.2,0
3004,YouTube,Documentaire,2023,4,5,USA,24901,314318,41574,2823,95.0,6.3,1
3005,YouTube,Thriller,2022,7,30,USA,19682,558,19,5,54.9,6.9,0
3006,YouTube,Romance,2018,7,31,USA,2840,2492848,121073,10052,80.9,6.6,1
3007,YouTube,SF,2017,11,4,USA,14143,66490,2254,106,30.6,5.3,0
3008,YouTube,Animation,2017,12,40,Canada,52654,23867,282,36,85.3,6.6,0
3009,YouTube,Horreur,2019,10,3,USA,21835,221,21,1,46.8,5.5,0
3010,YouTube,Thriller,2020,3,48,USA,1307,28975,708,655,66.3,5.0,0
3011,YouTube,Romance,2016,1,43,UK,12753,13491,1973,76,91.6,7.7,0
3012,YouTube,Action,2015,11,49,Espagne,8638,100,10,0,76.3,5.2,0
3013,YouTube,Documentaire,2019,12,9,France,32436,100,14,3,78.6,6.3,0
3014,YouTube,SF,2022,4,52,France,26135,7288,406,141,74.0,5.2,0
3015,YouTube,SF,2016,1,34,France,9669,2136,216,1,79.1,8.7,0
3016,YouTube,Romance,2018,9,52,UK,8943,819,123,9,41.0,7.2,0
3017,YouTube,Drame,2016,8,42,USA,25196,44239,2252,117,79.9,5.0,0
3018,YouTube,Romance,2017,11,40,USA,151138,327,37,1,52.1,6.5,0
3019,YouTube,Documentaire,2020,7,4,France,38456,955,105,22,82.5,6.5,0
3020,YouTube,Thriller,2017,10,42,Allemagne,379321,591,98,6,73.6,6.7,0
3021,YouTube,Comedie,2017,10,28,USA,212433,10672,663,59,78.4,5.6,0
3022,YouTube,Thriller,2023,1,51,UK,439487,100,7,1,42.7,5.5,0
3023,YouTube,Comedie,2016,2,41,France,340188,859,20,3,82.5,8.7,0
3024,YouTube,Thriller,2016,10,7,France,501770,100,6,1,68.5,5.2,0
3025,YouTube,Animation,2023,3,53,France,2194,1363,16,9,61.4,4.9,0
3026,YouTube,Comedie,2019,3,6,USA,80406,18171,1856,128,49.8,3.8,0
3027,YouTube,Documentaire,2015,10,20,USA,251863,19000,323,253,60.1,6.1,0
3028,YouTube,Drame,2018,3,15,France,361513,483,58,4,62.9,4.6,0
3029,YouTube,Horreur,2020,2,58,USA,4715,11308,2796,148,66.5,9.8,0
3030,YouTube,Documentaire,2017,1,11,France,82023,1876,330,7,62.3,4.5,0
3031,YouTube,Drame,2019,6,51,USA,25601,89564,5278,477,83.6,5.3,1
3032,YouTube,Romance,2020,8,15,France,885688,2154,82,19,83.5,9.8,0
3033,YouTube,Comedie,2017,9,40,France,1373,100,16,1,92.1,8.1,0
3034,YouTube,Action,2022,11,8,France,4728,27908,750,53,89.8,3.8,0
3035,YouTube,Biopic,2019,8,25,UK,589,946,34,19,35.9,6.5,0
3036,YouTube,Horreur,2023,10,38,Espagne,29414,1501,124,11,57.3,6.9,0
3037,YouTube,Comedie,2015,3,43,UK,2038409,6903,777,107,43.7,5.0,0
3038,YouTube,Drame,2017,5,52,France,20157,100,23,2,56.1,7.4,0
3039,YouTube,Comedie,2021,4,49,Espagne,26958,3592,164,1,41.0,4.4,0
3040,YouTube,Thriller,2023,1,32,Espagne,66202,11341,960,131,71.0,3.9,0
3041,YouTube,Drame,2016,12,20,USA,17455,7406,434,25,41.2,7.9,0
3042,YouTube,Thriller,2023,3,17,France,45800,666,14,1,77.6,7.3,0
3043,YouTube,Romance,2016,6,59,UK,48263,35590,2134,588,47.0,9.3,0
3044,YouTube,Comedie,2018,5,37,Espagne,4059,246,20,2,71.2,6.3,0
3045,YouTube,Horreur,2017,1,54,Canada,18249,624,25,0,74.3,8.8,0
3046,YouTube,Documentaire,2018,11,27,UK,97135,2121,288,1,74.1,5.6,0
3047,YouTube,Documentaire,2023,3,30,UK,141089,6239,174,10,49.5,8.2,0
3048,YouTube,Comedie,2021,2,50,Espagne,295671,1324,47,3,43.5,9.3,0
3049,YouTube,Documentaire,2022,5,44,France,43082,64309,5804,260,87.5,5.1,0
3050,YouTube,Horreur,2017,2,14,France,44872,6236,1694,22,58.6,3.8,0
3051,YouTube,Comedie,2023,12,32,Canada,98752,3601,244,43,74.7,6.8,0
3052,YouTube,Documentaire,2018,3,15,France,6703,5712,72,1,70.0,6.8,0
3053,YouTube,Thriller,2020,4,46,USA,6176,18625,2691,228,58.4,6.2,0
3054,YouTube,Documentaire,2021,4,4,France,17161,5442,337,25,88.6,7.9,0
3055,YouTube,SF,2020,1,50,France,1719,100,12,1,51.7,4.8,0
3056,YouTube,Horreur,2020,1,55,France,49702,45422,9977,1800,55.6,6.3,0
3057,YouTube,Comedie,2019,7,4,USA,179541,4020,100,17,54.4,5.3,0
3058,YouTube,Thriller,2020,3,38,USA,5323,16516,1110,64,67.7,8.9,0
3059,YouTube,Drame,2023,2,7,USA,52590,1080,172,32,82.6,7.6,0
3060,YouTube,Drame,2018,4,23,USA,6258,100,6,0,66.9,5.4,0
3061,YouTube,Thriller,2019,4,22,Espagne,2883,100,9,1,57.9,6.6,0
3062,YouTube,Thriller,2016,6,32,USA,1343947,281,31,8,66.3,6.2,0
3063,YouTube,Comedie,2018,12,55,Espagne,2967,10864,2,537,87.0,4.5,0
3064,YouTube,Documentaire,2021,4,29,USA,1705,76475,8434,1165,59.4,8.9,0
3065,YouTube,Romance,2020,9,25,France,33841,6341,567,37,71.0,5.8,0
3066,YouTube,Horreur,2016,10,8,Canada,37685,214,24,2,71.6,10.0,0
3067,YouTube,Documentaire,2019,1,53,Canada,83655,419,24,1,40.8,6.5,0
3068,YouTube,Comedie,2022,7,20,France,1205561,89496,8338,3,75.0,8.4,1
3069,YouTube,Action,2016,6,29,UK,4655,112,25,0,39.8,6.5,0
3070,YouTube,SF,2015,7,8,UK,6926,570593,4527,5104,83.5,7.0,1
3071,YouTube,SF,2018,3,19,France,549965,324517,39696,941,45.5,5.9,1
3072,YouTube,Drame,2020,6,34,USA,144097,619584,33770,3331,32.9,3.8,1
3073,YouTube,Documentaire,2017,2,54,France,109115,7721,394,18,50.3,9.0,0
3074,YouTube,Romance,2022,12,21,France,6770,1269,71,26,53.9,5.6,0
3075,YouTube,Documentaire,2022,8,34,Allemagne,209352,7265,1135,90,88.8,8.7,0
3076,YouTube,Comedie,2019,1,52,USA,109794,28896,1802,738,65.0,9.6,0
3077,YouTube,Horreur,2018,7,23,Canada,32179,585,15,10,20.0,5.5,0
3078,YouTube,Drame,2015,12,19,UK,6837,189,32,0,23.7,5.2,0
3079,YouTube,SF,2022,9,5,Espagne,27265,1465,204,13,77.0,5.6,0
3080,YouTube,SF,2023,4,54,USA,595391,432,45,2,76.9,3.6,0
3081,YouTube,Horreur,2018,11,9,USA,2470,66317,3329,78,84.9,7.0,0
3082,YouTube,Drame,2019,3,15,France,4448,638,15,1,53.5,8.4,0
3083,YouTube,Drame,2021,3,10,UK,6275,3786,438,17,77.0,5.1,0
3084,YouTube,Thriller,2021,2,43,USA,9685,34807,638,294,85.4,7.2,0
3085,YouTube,Thriller,2016,12,23,UK,21344,73101,5390,1694,67.2,6.2,0
3086,YouTube,Comedie,2021,9,43,USA,149812,5021,477,38,26.1,6.2,0
3087,YouTube,Comedie,2023,7,37,France,55427,7791,752,25,74.4,6.5,0
3088,YouTube,Drame,2021,9,3,Allemagne,24876,234,12,2,57.0,7.0,0
3089,YouTube,SF,2019,4,20,Canada,38329,38470,4769,593,63.3,5.5,0
3090,YouTube,Thriller,2019,1,3,USA,76724,70179,4964,2134,87.9,6.5,0
3091,YouTube,Thriller,2017,11,6,UK,762,100,6,0,67.7,5.6,0
3092,YouTube,Documentaire,2020,12,29,USA,187806,244596,20294,1211,79.0,6.7,1
3093,YouTube,Drame,2017,1,18,Canada,4218,517,60,1,51.8,5.1,0
3094,YouTube,Biopic,2018,1,8,USA,9072,13181,1829,209,30.7,7.9,0
3095,YouTube,Documentaire,2017,7,26,USA,43515,3618,25,50,36.9,6.0,0
3096,YouTube,Comedie,2018,1,28,France,18942,2563,480,54,61.6,4.6,0
3097,YouTube,Thriller,2018,9,59,France,58329,1778,178,13,68.8,6.2,0
3098,YouTube,Comedie,2015,12,40,Canada,29250,249,74,3,66.6,6.4,0
3099,YouTube,Drame,2021,4,25,USA,12349,11043,474,49,53.1,5.8,0
3100,YouTube,Thriller,2018,4,29,France,468605,1458,32,1,55.3,4.1,0
3101,YouTube,Comedie,2023,11,8,France,90774,112,6,1,92.4,6.3,0
3102,YouTube,Action,2016,5,25,USA,40305,224,22,1,63.7,6.7,0
3103,YouTube,SF,2021,3,36,UK,87995,117,2,0,41.0,7.1,0
3104,YouTube,Documentaire,2016,2,4,USA,5374,803,31,29,83.0,8.0,0
3105,YouTube,Thriller,2019,11,55,UK,1705797,10024,1212,211,60.3,7.2,0
3106,YouTube,Horreur,2019,12,32,Allemagne,2501,503,2,18,70.8,7.0,0
3107,YouTube,Thriller,2019,1,47,USA,27621,34152,1774,823,61.4,7.4,0
3108,YouTube,Biopic,2020,10,18,Canada,12421,2212,217,3,58.2,5.6,0
3109,YouTube,Drame,2022,2,50,France,11512,1445,76,2,84.9,7.9,0
3110,YouTube,Romance,2017,2,23,USA,8879,3108,150,18,95.0,6.4,0
3111,YouTube,Documentaire,2022,5,55,France,4705,97527,12130,31,95.0,6.2,1
3112,YouTube,Action,2016,6,32,France,237206,100,1,1,69.1,4.6,0
3113,YouTube,Biopic,2017,11,39,France,1979,187384,42542,1459,71.9,7.2,1
3114,YouTube,Thriller,2017,9,14,France,157491,32872,1528,126,38.1,7.0,0
3115,YouTube,SF,2023,2,59,Canada,80585,2823,32,46,93.9,7.6,0
3116,YouTube,Animation,2016,8,13,USA,10282,57386,8819,630,67.2,4.4,0
3117,YouTube,Animation,2018,11,4,Espagne,63908,1331,274,7,52.0,7.6,0
3118,YouTube,Action,2018,8,28,USA,16061,6088,980,5,72.1,6.2,0
3119,YouTube,Horreur,2022,3,50,UK,2435,770,33,5,57.7,5.2,0
3120,YouTube,Animation,2019,2,55,France,2487,33395,5331,949,18.9,5.8,0
3121,YouTube,Biopic,2023,6,51,USA,81706,508,34,12,63.3,5.3,0
3122,YouTube,SF,2021,6,34,USA,73654,2621,442,6,76.1,7.0,0
3123,YouTube,Animation,2021,5,55,Espagne,35739,16282,935,59,52.2,5.8,0
3124,YouTube,SF,2021,2,31,Espagne,10066,40965,11011,384,75.7,6.4,0
3125,YouTube,Horreur,2016,2,30,France,15050,382,54,0,53.5,5.8,0
3126,YouTube,Horreur,2019,7,13,UK,11486,19591,5812,125,44.9,6.3,0
3127,YouTube,Biopic,2020,12,47,UK,669,255,2,4,58.2,4.8,0
3128,YouTube,Romance,2016,8,21,USA,24897,100,17,2,81.7,3.5,0
3129,YouTube,Documentaire,2016,6,14,France,62624,459,27,4,85.7,10.0,0
3130,YouTube,Thriller,2016,12,24,UK,25215,24020,4423,978,61.8,6.6,0
3131,YouTube,SF,2022,9,37,Canada,757893,2891,183,1,88.0,10.0,0
3132,YouTube,Documentaire,2020,9,18,USA,2953,782,75,50,82.4,6.4,0
3133,YouTube,Action,2017,7,23,USA,5871,3424,305,39,84.0,6.5,0
3134,YouTube,Documentaire,2021,10,21,France,28739,3152,171,6,45.7,6.1,0
3135,YouTube,Action,2021,7,36,Espagne,35865,14111,1168,176,89.7,7.3,0
3136,YouTube,Romance,2022,8,43,France,491,100,7,1,64.6,6.6,0
3137,YouTube,SF,2023,8,41,France,73526,2307,164,14,95.0,4.5,0
3138,YouTube,SF,2022,10,11,France,36193,4067,756,10,95.0,4.9,0
3139,YouTube,SF,2016,11,22,Canada,317,100,10,1,51.4,4.7,0
3140,YouTube,SF,2021,4,39,UK,17441,100,12,2,84.8,6.7,0
3141,YouTube,SF,2018,9,15,France,4371,1197,153,2,57.4,6.7,0
3142,YouTube,SF,2018,1,6,France,8895,3045,463,51,53.6,6.6,0
3143,YouTube,Romance,2020,7,21,Canada,1515,3072,81,7,83.7,5.4,0
3144,YouTube,Documentaire,2020,11,41,USA,50633,741,20,3,61.4,4.7,0
3145,YouTube,Romance,2018,8,40,France,746800,669,99,6,74.8,8.2,0
3146,YouTube,Animation,2023,4,10,Espagne,37423,1109,201,8,44.8,6.8,0
3147,YouTube,Horreur,2016,8,41,France,293,6287,625,21,62.5,7.3,0
3148,YouTube,Biopic,2015,5,14,USA,38995,66940,12582,1011,45.9,7.9,0
3149,YouTube,Comedie,2015,6,45,France,14923,100,3,0,77.4,3.4,0
3150,YouTube,Documentaire,2022,3,35,UK,2435,14150,3122,15,79.4,6.6,0
3151,YouTube,Drame,2018,8,10,Canada,44678,2257,79,22,85.6,8.2,0
3152,YouTube,Comedie,2018,3,22,USA,127967,11095,489,7,71.7,4.6,0
3153,YouTube,Documentaire,2020,6,49,UK,5784,57748,5455,218,71.0,4.8,0
3154,YouTube,Action,2018,12,27,Allemagne,822,451,30,19,31.5,4.7,0
3155,YouTube,Horreur,2020,10,42,Canada,394,31595,933,238,92.9,4.2,0
3156,YouTube,Documentaire,2015,5,45,USA,5817,129,4,1,53.5,7.3,0
3157,YouTube,Biopic,2016,12,4,USA,16138,4101,383,99,84.6,6.7,0
3158,YouTube,Animation,2023,1,56,Allemagne,7847,1625,318,35,10.0,4.6,0
3159,YouTube,Horreur,2019,12,22,France,5616,3346,328,35,95.0,3.7,0
3160,YouTube,Comedie,2016,5,48,France,68582,251,14,0,35.1,5.2,0
3161,YouTube,Horreur,2018,10,29,France,55584,8885,667,27,35.0,8.1,0
3162,YouTube,Comedie,2018,12,35,Canada,32832,157269,22715,3260,65.2,4.7,1
3163,YouTube,Thriller,2017,8,23,France,112755,262,27,0,58.6,3.8,0
3164,YouTube,Comedie,2017,8,51,France,5927,4789,253,13,80.6,6.2,0
3165,YouTube,SF,2021,9,9,UK,2467,25328,2011,469,87.1,4.6,0
3166,YouTube,Documentaire,2015,3,54,France,7749,1419,330,7,56.8,8.9,0
3167,YouTube,Drame,2017,3,14,USA,6750,89409,2445,187,84.3,6.6,1
3168,YouTube,Horreur,2019,5,53,USA,364,1018,199,23,39.1,5.8,0
3169,YouTube,Animation,2019,6,4,France,7397,2228,266,3,50.2,5.8,0
3170,YouTube,Animation,2022,9,3,Espagne,200727,248,7,2,67.5,5.5,0
3171,YouTube,Biopic,2023,4,8,France,109284,4090,198,78,62.7,5.6,0
3172,YouTube,SF,2017,7,34,Canada,62967,3003,316,49,46.9,10.0,0
3173,YouTube,Thriller,2019,1,18,USA,28659,14614,1877,238,85.5,7.8,0
3174,YouTube,Biopic,2015,1,37,France,399431,607,66,4,85.2,6.0,0
3175,YouTube,Romance,2020,12,49,France,2642,541,34,28,42.4,6.7,0
3176,YouTube,Animation,2016,11,4,USA,3198,9473,1024,32,63.0,5.2,0
3177,YouTube,Drame,2015,11,33,USA,208686,98024,1074,787,90.7,7.8,1
3178,YouTube,Drame,2021,4,45,France,23276,14364,2421,248,45.2,1.3,0
3179,YouTube,Comedie,2016,7,27,Espagne,5753,302105,50653,586,50.7,5.4,1
3180,YouTube,Drame,2019,9,55,USA,66426,11947,757,202,68.7,4.7,0
3181,YouTube,Comedie,2015,4,40,Allemagne,9164,10918,984,21,50.3,7.6,0
3182,YouTube,Documentaire,2021,9,4,France,4125,16288,443,83,83.6,6.2,0
3183,YouTube,Action,2021,9,33,France,3902,123059,15626,451,76.1,3.6,1
3184,YouTube,Animation,2020,5,24,USA,41902,65770,2985,101,53.2,6.0,0
3185,YouTube,Biopic,2022,6,10,France,33244,197,19,2,78.6,6.2,0
3186,YouTube,Documentaire,2018,4,57,France,457482,22058,1127,258,92.5,8.4,0
3187,YouTube,SF,2016,10,15,France,12330,5787,743,0,60.9,6.6,0
3188,YouTube,Action,2016,12,7,France,11916,1835,266,30,54.1,6.1,0
3189,YouTube,Horreur,2016,12,15,Canada,392097,100,6,1,83.8,6.2,0
3190,YouTube,Action,2016,10,49,France,158149,100,10,0,93.4,2.7,0
3191,YouTube,Animation,2017,5,37,Espagne,29430,1198,71,8,80.0,4.9,0
3192,YouTube,Animation,2016,10,49,France,970,100,3,1,80.4,3.2,0
3193,YouTube,Comedie,2020,3,29,USA,4342,1262,194,3,78.4,9.2,0
3194,YouTube,Documentaire,2016,11,9,USA,2675,17780,1610,167,64.0,5.4,0
3195,YouTube,Comedie,2020,4,25,USA,23692,697,35,7,46.1,7.1,0
3196,YouTube,Drame,2018,5,14,Allemagne,7969,3672,281,52,74.1,4.6,0
3197,YouTube,Horreur,2021,2,34,Canada,543513,205,7,1,56.4,5.6,0
3198,YouTube,Biopic,2019,1,18,France,950,6291,894,20,65.9,5.6,0
3199,YouTube,Drame,2023,5,58,USA,2158,10618,1091,20,75.7,6.9,0
3200,YouTube,Biopic,2018,7,24,Canada,35927,100,9,1,59.9,5.9,0
3201,YouTube,Biopic,2017,1,20,France,62496,454,25,8,57.9,5.1,0
3202,YouTube,Documentaire,2020,11,59,USA,124,125,5,0,48.6,3.0,0
3203,YouTube,Comedie,2020,2,32,France,684,10647,688,102,86.7,9.5,0
3204,YouTube,Drame,2018,12,12,USA,13001,4491,298,31,29.4,5.3,0
3205,YouTube,Animation,2020,4,30,USA,331733,2632,246,32,85.4,5.5,0
3206,YouTube,Biopic,2019,5,17,USA,960800,2163,127,1,59.5,5.2,0
3207,YouTube,Horreur,2017,2,43,Allemagne,9614,6681,510,28,43.3,8.2,0
3208,YouTube,SF,2017,10,35,USA,15657,7024,250,33,54.9,5.1,0
3209,YouTube,Drame,2023,9,44,Allemagne,4130,863,10,14,10.3,5.4,0
3210,YouTube,Biopic,2021,1,56,UK,78152,608,31,1,66.1,6.4,0
3211,YouTube,Drame,2015,2,44,USA,468391,2572,314,37,60.6,7.9,0
3212,YouTube,Thriller,2023,8,22,USA,271587,1855,49,1,52.4,6.1,0
3213,YouTube,Biopic,2021,11,14,USA,20785,514888,50756,9781,44.1,6.2,1
3214,YouTube,Romance,2015,2,33,Canada,4117,1141,32,6,88.8,5.9,0
3215,YouTube,Drame,2021,3,28,France,22390,6149,543,159,37.4,5.4,0
3216,YouTube,Action,2020,7,20,Espagne,348562,9554,187,197,46.0,8.9,0
3217,YouTube,SF,2023,2,49,USA,9886,98845,7482,1948,84.6,4.9,1
3218,YouTube,Biopic,2019,4,54,UK,583,392,75,1,80.4,6.7,0
3219,YouTube,SF,2019,1,24,USA,10721,84890,3573,1878,34.0,5.3,1
3220,YouTube,Animation,2017,6,41,USA,12606,2062,193,25,71.3,7.0,0
3221,YouTube,Drame,2017,9,59,UK,576,1549376,158483,6350,69.8,6.0,1
3222,YouTube,Documentaire,2020,5,3,UK,35034,7379,364,367,47.7,6.5,0
3223,YouTube,Documentaire,2022,4,23,France,60597,138,4,1,79.0,6.3,0
3224,YouTube,Animation,2023,6,45,USA,908713,1820,55,1,57.6,4.5,0
3225,YouTube,Documentaire,2021,7,31,USA,1533,84176,6249,1333,41.5,6.0,1
3226,YouTube,Romance,2020,2,48,UK,94944,3655,55,45,81.5,3.4,0
3227,YouTube,Thriller,2019,2,30,USA,152309,2568,667,53,73.1,6.5,0
3228,YouTube,Documentaire,2018,3,6,France,62270,17988,2337,6,58.5,5.4,0
3229,YouTube,Horreur,2021,12,27,UK,2940,1258,270,2,10.7,5.8,0
3230,YouTube,Horreur,2017,9,26,USA,2617,1760,189,21,93.9,6.2,0
3231,YouTube,Drame,2017,2,51,USA,26752,280,8,2,64.5,6.3,0
3232,YouTube,Animation,2022,4,11,UK,26379,224594,18773,3325,59.0,2.7,1
3233,YouTube,Action,2020,5,11,UK,7194,140,11,2,42.7,5.6,0
3234,YouTube,Romance,2018,3,11,UK,291639,4553,650,0,65.4,6.5,0
3235,YouTube,Romance,2022,11,35,France,9882,9894,1047,102,86.5,8.5,0
3236,YouTube,Thriller,2023,12,59,France,498,2880,410,62,46.8,10.0,0
3237,YouTube,Biopic,2017,3,38,UK,14071,129,26,1,77.6,9.1,0
3238,YouTube,Horreur,2019,1,49,France,57557,245,41,0,56.7,5.0,0
3239,YouTube,Action,2019,4,51,France,43648,11007,288,160,83.0,7.0,0
3240,YouTube,Drame,2021,7,37,France,42978,424,23,0,79.6,7.8,0
3241,YouTube,Drame,2023,10,37,USA,437126,100,12,0,80.4,7.2,0
3242,YouTube,Horreur,2019,5,16,Espagne,2369,7843,373,52,35.3,6.1,0
3243,YouTube,Romance,2022,4,57,France,9438,336,15,5,70.9,6.6,0
3244,YouTube,Documentaire,2020,3,47,France,484129,14444,2027,63,61.0,6.8,0
3245,YouTube,Horreur,2022,1,52,Allemagne,430,1800,323,42,57.3,5.3,0
3246,YouTube,Documentaire,2018,1,59,Espagne,19783,1596,273,22,84.8,6.6,0
3247,YouTube,Action,2018,6,22,France,257259,3396,209,30,78.9,4.4,0
3248,YouTube,Comedie,2018,8,11,Allemagne,249704,173,16,5,52.7,9.8,0
3249,YouTube,Thriller,2023,1,52,France,82473,378,28,4,68.0,5.7,0
3250,YouTube,Thriller,2020,3,29,Canada,86758,1556,100,36,88.3,7.1,0
3251,YouTube,Documentaire,2016,11,57,France,2746,170,50,0,69.3,6.7,0
3252,YouTube,Comedie,2015,12,42,USA,343298,17757,2281,2,84.1,6.5,0
3253,YouTube,Thriller,2019,8,17,France,1997,1382,11,1,60.4,7.3,0
3254,YouTube,Drame,2022,7,23,UK,2251,100,6,1,92.7,8.0,0
3255,YouTube,Comedie,2019,7,37,France,47846,736,84,22,49.1,6.5,0
3256,YouTube,Comedie,2020,5,25,USA,8217,3839,422,21,59.4,7.6,0
3257,YouTube,Comedie,2022,3,19,UK,33302,977,43,9,69.2,7.1,0
3258,YouTube,Romance,2019,5,14,France,52131,8099,1009,570,85.2,4.4,0
3259,YouTube,SF,2023,9,40,Allemagne,771598,12520,1406,73,81.0,6.4,0
3260,YouTube,SF,2020,8,5,USA,52441,1207727,152156,9295,55.8,6.0,1
3261,YouTube,SF,2021,9,8,France,6392,52923,7650,891,72.5,7.3,0
3262,YouTube,Documentaire,2022,8,5,France,85218,100,5,0,75.9,7.4,0
3263,YouTube,Horreur,2020,1,44,USA,4173,1211,73,9,28.0,6.6,0
3264,YouTube,Romance,2015,8,4,France,136804,1530,93,29,81.4,7.0,0
3265,YouTube,Animation,2018,11,26,USA,25065,12552,1313,247,43.7,6.6,0
3266,YouTube,Documentaire,2016,8,9,UK,49074,288,36,1,27.6,5.5,0
3267,YouTube,Animation,2019,7,36,USA,625,789,40,15,51.3,8.3,0
3268,YouTube,Comedie,2016,3,4,USA,244,132,8,3,89.2,7.3,0
3269,YouTube,Biopic,2019,10,4,Canada,1093,661,70,6,59.1,9.3,0
3270,YouTube,Comedie,2018,6,26,USA,723272,726,34,11,84.3,6.2,0
3271,YouTube,SF,2015,4,42,UK,2216,1363,36,12,30.6,5.6,0
3272,YouTube,Animation,2016,6,9,Allemagne,95284,153,13,1,57.3,3.3,0
3273,YouTube,SF,2019,2,31,France,6100,34719,1634,81,26.3,9.9,0
